question_id,question_type,complexity,method,faithfulness,answer_relevance,context_precision,context_recall,correctness,conciseness,uncertainty_score,retrieval_latency_sec,generation_latency_sec,total_latency_sec,context_tokens,answer_tokens,input_tokens,output_tokens,total_tokens,generation_cost_inr,total_cost_inr,has_citations,confidence_level,appropriate_uncertainty,answer_word_count,context_word_count,overall_score
DOE_004,factual,medium,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.621015805,0.7,1.0,331.5932245,1.4903665273619033,335.0319467,629,196,714,196,1539,0.020218798,0.020218798,True,low,True,164,443,0.831573686
DOE_004,factual,medium,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.604401761,0.5,1.0,2.476975918,1.0964038441821093,4.470357895,717,189,801,189,1707,0.021015132,0.021015132,True,low,True,128,403,0.800628823
DOE_005,theoretical,high,local,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.5,0.613725886,0.5,1.0,57.78132987,3.9775640835249986,110.1681597,599,332,676,332,1607,0.027048382,0.027048382,True,low,True,232,417,0.730532269
DOE_005,theoretical,high,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.605985974,0.5,1.0,323.6792858,1.9859728286718152,329.9654179,629,349,707,349,1685,0.028384605,0.028384605,True,low,True,280,454,0.800855139
DOE_005,theoretical,high,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.603304058,0.5,1.0,1.888184547,1.7792228088344808,6.813434124,1283,374,1360,374,3017,0.03854799,0.03854799,True,low,True,254,503,0.800472008
DOE_006,theoretical,medium,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.64150613,0.7,0.3,42.27602029,1.3932068457534876,45.30376601,565,197,651,197,1413,0.019422464,0.019422464,False,medium,False,147,443,0.734500876
DOE_006,theoretical,medium,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.944541618,0.7,0.3,172.666424,1.293261249826162,175.3110774,729,233,816,233,1778,0.023593097,0.023593097,False,medium,False,181,537,0.77779166
DOE_006,theoretical,medium,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.605819701,0.7,0.3,1.72218132,1.0789480870106591,3.663764954,959,128,1045,128,2132,0.02101513,0.02101513,False,medium,False,110,474,0.657974243
DOE_007,theoretical,medium,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.627057985,0.7,1.0,39.4012692,1.7408001225825216,44.10317302,665,312,750,312,1727,0.026967398,0.026967398,True,low,True,212,484,0.832436855
DOE_007,theoretical,medium,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.30932609,0.7,1.0,178.6447301,1.7129520562360019,183.1900375,844,319,929,319,2092,0.029761317,0.029761317,True,low,True,212,596,0.787046584
DOE_007,theoretical,medium,faiss,0.4054651081081644,0.4054651081081644,0.4054651081081644,0.0,0.28814398,0.5,1.0,6.729856253,1.0663053401092408,8.634484291,857,126,942,126,1925,0.019516942,0.019516942,True,low,True,106,539,0.469734854
DOE_008,theoretical,medium,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.574010715,0.7,1.0,52.53228283,1.666562827957431,56.82622313,658,296,738,296,1692,0.025941611,0.025941611,True,low,True,227,490,0.824858674
DOE_008,theoretical,medium,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.599283019,0.7,1.0,247.9570334,1.4576172034154853,251.2527449,621,297,701,297,1619,0.025496204,0.025496204,True,low,True,253,480,0.828469003
DOE_008,theoretical,medium,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.640433578,0.7,0.3,4.093851089,1.231925802517109,6.521675587,1247,232,1326,232,2805,0.030422676,0.030422676,False,medium,False,200,531,0.662919083
DOE_009,theoretical,high,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.328812512,0.7,1.0,45.36193204,1.9174856054363194,51.16576147,1246,438,1349,438,3033,0.041854804,0.041854804,True,low,True,206,700,0.789830359
DOE_009,theoretical,high,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.611410646,0.7,1.0,241.0027602,1.7436269214315694,245.7208049,632,339,735,339,1706,0.028222638,0.028222638,True,low,True,119,326,0.830201521
DOE_009,theoretical,high,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.617468463,0.7,1.0,2.0571661,1.3482335014164706,4.907783508,1192,208,1295,208,2695,0.028708531,0.028708531,True,low,True,45,508,0.831066923
DOE_010,theoretical,high,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.241905634,0.7,1.0,46.67720246,1.424559703388245,49.83323002,589,170,675,170,1434,0.018288699,0.018288699,True,low,True,118,429,0.705986519
DOE_010,theoretical,high,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.227283235,0.7,1.0,240.9381402,1.0800147179395205,242.882863,696,161,782,161,1639,0.019246999,0.019246999,True,low,True,137,524,0.703897605
DOE_010,theoretical,high,faiss,0.6931471805599453,0.0,0.4054651081081644,0.0,0.187938112,0.3,0.3,2.029975891,0.6510857990459982,2.947597742,1329,35,1414,35,2778,0.020974635,0.020974635,False,medium,False,28,649,0.326848302
DOE_011,theoretical,high,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.54971309,0.5,1.0,48.13988709,1.4850000492011595,51.55485272,519,188,600,188,1307,0.018248208,0.018248208,True,low,True,145,382,0.792816156
DOE_011,theoretical,high,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.542379569,0.5,1.0,186.494427,1.0049999473532898,188.2263341,614,132,696,132,1442,0.016520566,0.016520566,True,low,True,108,450,0.79176851
DOE_011,theoretical,high,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.55711683,0.5,1.0,2.130335093,1.0641986141557733,4.028850317,730,160,811,160,1701,0.019584429,0.019584429,True,low,True,129,484,0.793873833
DOE_012,theoretical,medium,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,0.939851497,0.7,1.0,46.1347177,1.3728891744969716,49.08145475,386,112,476,112,974,0.012471408,0.012471408,False,medium,True,92,304,0.948550214
DOE_012,theoretical,medium,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.587169313,0.7,0.3,113.5361216,0.9666524966226621,115.1652503,506,85,595,85,1186,0.012619876,0.012619876,False,high,False,69,378,0.726738473
DOE_012,theoretical,medium,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0,0.945782409,0.85,0.6,6.642819405,0.7565688845393332,7.773771524,850,59,939,59,1848,0.015859201,0.015859201,False,high,False,47,579,0.913683201
DOE_013,theoretical,high,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.592322211,0.7,1.0,37.67377234,1.60265507894037,41.63997293,703,280,790,280,1773,0.025779644,0.025779644,True,low,True,212,513,0.827474602
DOE_013,theoretical,high,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.594423286,0.5,0.3,117.1516411,1.3897311533280972,120.1654119,824,231,911,231,1966,0.024767353,0.024767353,False,high,False,173,603,0.699203327
DOE_013,theoretical,high,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.588203074,0.7,1.0,2.117245436,1.6800034272024396,6.482819796,1165,162,1252,162,2579,0.025644667,0.025644667,True,low,True,109,513,0.826886153
DOE_014,theoretical,medium,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.633659888,0.7,1.0,39.94800019,1.8326197625349023,45.19823956,775,348,862,348,1985,0.03042268,0.03042268,True,low,True,234,549,0.833379984
DOE_014,theoretical,medium,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.633873464,0.7,0.3,382.6082053,1.689455589517451,387.0247364,938,347,1025,347,2310,0.032568733,0.032568733,False,medium,False,251,667,0.733410495
DOE_014,theoretical,medium,faiss,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.0,0.642676341,0.7,1.0,2.083524227,1.5481673104674079,5.786367655,1138,262,1225,262,2625,0.030679123,0.030679123,True,low,True,180,518,0.691810906
DOE_015,factual,simple,local,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5,0.576494732,0.7,1.0,39.87718964,1.6050432755473716,43.85526466,558,265,641,265,1464,0.022958731,0.022958731,True,low,True,183,412,0.825213533
DOE_015,factual,simple,global,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.574255249,0.5,1.0,241.43401,1.7782742777065692,246.353642,985,366,1067,366,2418,0.034161403,0.034161403,True,low,True,247,711,0.724893607
DOE_015,factual,simple,faiss,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.27620716,0.7,0.3,1.969905376,0.7463411703061065,3.079173803,730,52,812,52,1594,0.013767136,0.013767136,False,medium,False,44,532,0.610886737
